Period,Group,Sender,Time,ClientTime,Key,Value
5,1,4,1498208265831426256,1498208265933,_at_barrier,_timer_1_t_307_5
5,1,3,1498208265832476986,1498208265934,_at_barrier,_timer_1_t_307_5
5,1,2,1498208265834339196,1498208265933,_at_barrier,_timer_1_t_307_5
5,1,4,1498208265835729597,1498208265937,__set_points__,"{""points"": 27.399711399711283, ""period"": 5}"
5,1,2,1498208265851438016,1498208265953,__set_points__,"{""points"": 31.47763347763354, ""period"": 5}"
5,1,1,1498208265867315764,1498208265968,__set_points__,"{""points"": 33.51659451659456, ""period"": 5}"
5,1,3,1498208265885100168,1498208265986,__set_points__,"{""points"": 29.43867243867249, ""period"": 5}"
5,1,4,1498208265980567317,1498208266082,_at_barrier,_timer_1_t_308_5
5,1,2,1498208265982439797,1498208266084,_at_barrier,_timer_1_t_308_5
5,1,3,1498208265983566478,1498208266085,_at_barrier,_timer_1_t_308_5
5,1,1,1498208265983957866,1498208266084,_at_barrier,_timer_1_t_308_5
5,1,4,1498208265985795172,1498208266088,__set_points__,"{""points"": 27.45743145743134, ""period"": 5}"
5,1,2,1498208266002365971,1498208266104,__set_points__,"{""points"": 31.564213564213624, ""period"": 5}"
5,1,1,1498208266019629805,1498208266121,__set_points__,"{""points"": 33.61760461760466, ""period"": 5}"
5,1,3,1498208266037481808,1498208266139,__set_points__,"{""points"": 29.510822510822564, ""period"": 5}"
5,1,4,1498208266133759825,1498208266235,_at_barrier,_timer_1_t_309_5
5,1,2,1498208266136319748,1498208266238,_at_barrier,_timer_1_t_309_5
5,1,3,1498208266138065720,1498208266239,_at_barrier,_timer_1_t_309_5
5,1,1,1498208266138636885,1498208266239,_at_barrier,_timer_1_t_309_5
5,1,4,1498208266139589971,1498208266241,__set_points__,"{""points"": 27.5151515151514, ""period"": 5}"
5,1,2,1498208266154854363,1498208266256,__set_points__,"{""points"": 31.65079365079371, ""period"": 5}"
5,1,1,1498208266169959676,1498208266272,__set_points__,"{""points"": 33.718614718614766, ""period"": 5}"
5,1,3,1498208266187908052,1498208266289,__set_points__,"{""points"": 29.582972582972637, ""period"": 5}"
5,1,4,1498208266286368974,1498208266388,_at_barrier,_timer_1_t_310_5
5,1,2,1498208266288055886,1498208266390,_at_barrier,_timer_1_t_310_5
5,1,3,1498208266288933256,1498208266390,_at_barrier,_timer_1_t_310_5
5,1,1,1498208266289466011,1498208266390,_at_barrier,_timer_1_t_310_5
5,1,4,1498208266290916582,1498208266393,__set_points__,"{""points"": 27.572871572871456, ""period"": 5}"
5,1,2,1498208266306993276,1498208266409,__set_points__,"{""points"": 31.737373737373794, ""period"": 5}"
5,1,3,1498208266325338991,1498208266427,__set_points__,"{""points"": 29.65512265512271, ""period"": 5}"
5,1,1,1498208266341722492,1498208266444,__set_points__,"{""points"": 33.81962481962487, ""period"": 5}"
5,1,4,1498208266436578100,1498208266538,_at_barrier,_timer_1_t_311_5
5,1,2,1498208266437969080,1498208266539,_at_barrier,_timer_1_t_311_5
5,1,1,1498208266438809307,1498208266540,_at_barrier,_timer_1_t_311_5
5,1,3,1498208266439478612,1498208266540,_at_barrier,_timer_1_t_311_5
5,1,1,1498208266441289339,1498208266543,__set_points__,"{""points"": 33.920634920634974, ""period"": 5}"
5,1,1,1498208266442987167,1498208266544,state,"{""state"": [{""action"": 1, ""subperiodNumber"": -1, ""subjectid"": 1, ""payoff"": 70}, {""action"": 2, ""subperiodNumber"": -1, ""subjectid"": 2, ""payoff"": 60}, {""action"": 3, ""subperiodNumber"": -1, ""subjectid"": 3, ""payoff"": 50}, {""action"": 4, ""subperiodNumber"": -1, ""subjectid"": 4, ""payoff"": 40}]}"
5,1,1,1498208266443180686,1498208266544,actions,"{""actions"": [1, 2, 3, 4]}"
5,1,1,1498208266443285482,1498208266544,targets,"{""targets"": [1, 2, 3, 4]}"
5,1,3,1498208266459403190,1498208266561,__set_points__,"{""points"": 29.727272727272783, ""period"": 5}"
5,1,4,1498208266475575053,1498208266577,__set_points__,"{""points"": 27.630591630591514, ""period"": 5}"
5,1,2,1498208266491216192,1498208266593,__set_points__,"{""points"": 31.82395382395388, ""period"": 5}"
5,1,1,1498208266590470142,1498208266691,_at_barrier,_timer_1_t_312_5
5,1,4,1498208266591936660,1498208266693,_at_barrier,_timer_1_t_312_5
5,1,3,1498208266593393377,1498208266695,_at_barrier,_timer_1_t_312_5
5,1,2,1498208266593771234,1498208266694,_at_barrier,_timer_1_t_312_5
5,1,4,1498208266595457053,1498208266697,__set_points__,"{""points"": 27.688311688311572, ""period"": 5}"
5,1,2,1498208266611566499,1498208266713,__set_points__,"{""points"": 31.910533910533964, ""period"": 5}"
5,1,1,1498208266627483047,1498208266729,__set_points__,"{""points"": 34.02164502164508, ""period"": 5}"
5,1,3,1498208266645130062,1498208266747,__set_points__,"{""points"": 29.799422799422857, ""period"": 5}"
5,1,4,1498208266739801240,1498208266841,_at_barrier,_timer_1_t_313_5
5,1,2,1498208266741421590,1498208266843,_at_barrier,_timer_1_t_313_5
5,1,3,1498208266742607243,1498208266844,_at_barrier,_timer_1_t_313_5
5,1,1,1498208266743797386,1498208266844,_at_barrier,_timer_1_t_313_5
5,1,3,1498208266745963763,1498208266848,__set_points__,"{""points"": 29.87157287157293, ""period"": 5}"
5,1,4,1498208266761423689,1498208266863,__set_points__,"{""points"": 27.74603174603163, ""period"": 5}"
5,1,2,1498208266776730395,1498208266878,__set_points__,"{""points"": 31.99711399711405, ""period"": 5}"
5,1,1,1498208266793605297,1498208266895,__set_points__,"{""points"": 34.12265512265518, ""period"": 5}"
5,1,3,1498208266893315867,1498208266995,_at_barrier,_timer_1_t_314_5
5,1,4,1498208266894983091,1498208266997,_at_barrier,_timer_1_t_314_5
5,1,1,1498208266895956523,1498208266997,_at_barrier,_timer_1_t_314_5
5,1,2,1498208266896684631,1498208266997,_at_barrier,_timer_1_t_314_5
5,1,4,1498208266898582599,1498208267000,__set_points__,"{""points"": 27.803751803751688, ""period"": 5}"
5,1,2,1498208266912995590,1498208267014,__set_points__,"{""points"": 32.083694083694134, ""period"": 5}"
5,1,1,1498208266929256945,1498208267031,__set_points__,"{""points"": 34.223665223665286, ""period"": 5}"
5,1,3,1498208266946794979,1498208267048,__set_points__,"{""points"": 29.943722943723003, ""period"": 5}"
5,1,4,1498208267046076232,1498208267148,_at_barrier,_timer_1_t_315_5
5,1,2,1498208267047812066,1498208267149,_at_barrier,_timer_1_t_315_5
5,1,3,1498208267048421583,1498208267150,_at_barrier,_timer_1_t_315_5
5,1,1,1498208267049107494,1498208267150,_at_barrier,_timer_1_t_315_5
5,1,4,1498208267050941351,1498208267153,__set_points__,"{""points"": 27.861471861471745, ""period"": 5}"
5,1,2,1498208267067277340,1498208267169,__set_points__,"{""points"": 32.17027417027422, ""period"": 5}"
5,1,1,1498208267084477720,1498208267186,__set_points__,"{""points"": 34.32467532467539, ""period"": 5}"
5,1,3,1498208267103568906,1498208267205,__set_points__,"{""points"": 30.015873015873076, ""period"": 5}"
5,1,4,1498208267199197294,1498208267300,_at_barrier,_timer_1_t_316_5
5,1,2,1498208267200752381,1498208267302,_at_barrier,_timer_1_t_316_5
5,1,3,1498208267201835175,1498208267303,_at_barrier,_timer_1_t_316_5
5,1,1,1498208267202646541,1498208267303,_at_barrier,_timer_1_t_316_5
5,1,3,1498208267204635333,1498208267306,__set_points__,"{""points"": 30.08802308802315, ""period"": 5}"
5,1,4,1498208267218951445,1498208267320,__set_points__,"{""points"": 27.919191919191803, ""period"": 5}"
5,1,2,1498208267232780546,1498208267334,__set_points__,"{""points"": 32.256854256854304, ""period"": 5}"
5,1,1,1498208267248195574,1498208267349,__set_points__,"{""points"": 34.425685425685494, ""period"": 5}"
5,1,3,1498208267350095697,1498208267451,_at_barrier,_timer_1_t_317_5
5,1,4,1498208267351821866,1498208267453,_at_barrier,_timer_1_t_317_5
5,1,1,1498208267352818704,1498208267454,_at_barrier,_timer_1_t_317_5
5,1,2,1498208267353340238,1498208267453,_at_barrier,_timer_1_t_317_5
5,1,4,1498208267354958897,1498208267456,__set_points__,"{""points"": 27.97691197691186, ""period"": 5}"
5,1,3,1498208267372728389,1498208267474,__set_points__,"{""points"": 30.160173160173223, ""period"": 5}"
5,1,1,1498208267389222728,1498208267491,__set_points__,"{""points"": 34.5266955266956, ""period"": 5}"
5,1,2,1498208267407649346,1498208267509,__set_points__,"{""points"": 32.34343434343439, ""period"": 5}"
5,1,4,1498208267500511345,1498208267601,_at_barrier,_timer_1_t_318_5
5,1,2,1498208267502241813,1498208267604,_at_barrier,_timer_1_t_318_5
5,1,3,1498208267503420767,1498208267605,_at_barrier,_timer_1_t_318_5
5,1,1,1498208267504466639,1498208267604,_at_barrier,_timer_1_t_318_5
5,1,3,1498208267506792731,1498208267608,__set_points__,"{""points"": 30.232323232323296, ""period"": 5}"
5,1,2,1498208267522281228,1498208267624,__set_points__,"{""points"": 32.430014430014474, ""period"": 5}"
5,1,1,1498208267538140675,1498208267640,__set_points__,"{""points"": 34.6277056277057, ""period"": 5}"
5,1,4,1498208267556051586,1498208267658,__set_points__,"{""points"": 28.03463203463192, ""period"": 5}"
5,1,3,1498208267654487145,1498208267755,_at_barrier,_timer_1_t_319_5
5,1,4,1498208267655481144,1498208267757,_at_barrier,_timer_1_t_319_5
5,1,1,1498208267656137692,1498208267758,_at_barrier,_timer_1_t_319_5
5,1,2,1498208267657288282,1498208267757,_at_barrier,_timer_1_t_319_5
5,1,1,1498208267658992492,1498208267761,__set_points__,"{""points"": 34.728715728715805, ""period"": 5}"
5,1,1,1498208267660691961,1498208267762,state,"{""state"": [{""action"": 1, ""subperiodNumber"": -1, ""subjectid"": 1, ""payoff"": 70}, {""action"": 2, ""subperiodNumber"": -1, ""subjectid"": 2, ""payoff"": 60}, {""action"": 3, ""subperiodNumber"": -1, ""subjectid"": 3, ""payoff"": 50}, {""action"": 4, ""subperiodNumber"": -1, ""subjectid"": 4, ""payoff"": 40}]}"
5,1,1,1498208267660906878,1498208267762,actions,"{""actions"": [1, 2, 3, 4]}"
5,1,1,1498208267660996273,1498208267762,targets,"{""targets"": [1, 2, 3, 4]}"
5,1,3,1498208267677258464,1498208267779,__set_points__,"{""points"": 30.30447330447337, ""period"": 5}"
5,1,4,1498208267692725857,1498208267794,__set_points__,"{""points"": 28.092352092351977, ""period"": 5}"
5,1,2,1498208267709255666,1498208267810,__set_points__,"{""points"": 32.51659451659456, ""period"": 5}"
5,1,1,1498208267808190419,1498208267909,_at_barrier,_timer_1_t_320_5
5,1,4,1498208267809509180,1498208267911,_at_barrier,_timer_1_t_320_5
5,1,3,1498208267810732466,1498208267912,_at_barrier,_timer_1_t_320_5
5,1,2,1498208267811451923,1498208267911,_at_barrier,_timer_1_t_320_5
5,1,4,1498208267813056227,1498208267915,__set_points__,"{""points"": 28.150072150072035, ""period"": 5}"
5,1,2,1498208267829985794,1498208267931,__set_points__,"{""points"": 32.603174603174644, ""period"": 5}"
5,1,1,1498208267845540826,1498208267947,__set_points__,"{""points"": 34.82972582972591, ""period"": 5}"
5,1,3,1498208267887203402,1498208267988,__set_points__,"{""points"": 30.376623376623442, ""period"": 5}"
5,1,4,1498208267960043011,1498208268061,_at_barrier,_timer_1_t_321_5
5,1,2,1498208267962448823,1498208268064,_at_barrier,_timer_1_t_321_5
5,1,1,1498208267963003767,1498208268064,_at_barrier,_timer_1_t_321_5
5,1,3,1498208267964019764,1498208268065,_at_barrier,_timer_1_t_321_5
5,1,4,1498208267965273981,1498208268067,__set_points__,"{""points"": 28.207792207792092, ""period"": 5}"
5,1,2,1498208267980754394,1498208268082,__set_points__,"{""points"": 32.68975468975473, ""period"": 5}"
5,1,3,1498208267997933248,1498208268099,__set_points__,"{""points"": 30.448773448773515, ""period"": 5}"
5,1,1,1498208268013403703,1498208268114,__set_points__,"{""points"": 34.93073593073601, ""period"": 5}"
5,1,4,1498208268110729059,1498208268212,_at_barrier,_timer_1_t_322_5
5,1,2,1498208268112507093,1498208268214,_at_barrier,_timer_1_t_322_5
5,1,3,1498208268114193356,1498208268215,_at_barrier,_timer_1_t_322_5
5,1,1,1498208268115433115,1498208268215,_at_barrier,_timer_1_t_322_5
5,1,4,1498208268116553310,1498208268218,__set_points__,"{""points"": 28.26551226551215, ""period"": 5}"
5,1,2,1498208268133367765,1498208268235,__set_points__,"{""points"": 32.776334776334814, ""period"": 5}"
5,1,1,1498208268148601784,1498208268250,__set_points__,"{""points"": 35.03174603174612, ""period"": 5}"
5,1,3,1498208268165982902,1498208268267,__set_points__,"{""points"": 30.52092352092359, ""period"": 5}"
5,1,4,1498208268263689959,1498208268365,_at_barrier,_timer_1_t_323_5
5,1,2,1498208268264930648,1498208268366,_at_barrier,_timer_1_t_323_5
5,1,3,1498208268265756623,1498208268367,_at_barrier,_timer_1_t_323_5
5,1,1,1498208268266689123,1498208268367,_at_barrier,_timer_1_t_323_5
5,1,4,1498208268268274904,1498208268370,__set_points__,"{""points"": 28.323232323232208, ""period"": 5}"
5,1,2,1498208268284756628,1498208268386,__set_points__,"{""points"": 32.8629148629149, ""period"": 5}"
5,1,1,1498208268300760175,1498208268402,__set_points__,"{""points"": 35.13275613275622, ""period"": 5}"
5,1,3,1498208268347037646,1498208268448,__set_points__,"{""points"": 30.59307359307366, ""period"": 5}"
5,1,4,1498208268414696450,1498208268516,_at_barrier,_timer_1_t_324_5
5,1,2,1498208268416047701,1498208268518,_at_barrier,_timer_1_t_324_5
5,1,1,1498208268416656026,1498208268518,_at_barrier,_timer_1_t_324_5
5,1,3,1498208268418217872,1498208268520,_at_barrier,_timer_1_t_324_5
5,1,4,1498208268420895848,1498208268522,__set_points__,"{""points"": 28.380952380952266, ""period"": 5}"
5,1,2,1498208268437696353,1498208268539,__set_points__,"{""points"": 32.949494949494984, ""period"": 5}"
5,1,1,1498208268457736946,1498208268559,__set_points__,"{""points"": 35.233766233766325, ""period"": 5}"
5,1,3,1498208268478543824,1498208268579,__set_points__,"{""points"": 30.665223665223735, ""period"": 5}"
5,1,4,1498208268566897344,1498208268668,_at_barrier,_timer_1_t_325_5
5,1,2,1498208268568145210,1498208268669,_at_barrier,_timer_1_t_325_5
5,1,3,1498208268569167043,1498208268670,_at_barrier,_timer_1_t_325_5
5,1,1,1498208268569999397,1498208268670,_at_barrier,_timer_1_t_325_5
5,1,4,1498208268575287434,1498208268676,__set_points__,"{""points"": 28.438672438672324, ""period"": 5}"
5,1,2,1498208268593080874,1498208268694,__set_points__,"{""points"": 33.03607503607507, ""period"": 5}"
5,1,1,1498208268608354065,1498208268709,__set_points__,"{""points"": 35.33477633477643, ""period"": 5}"
5,1,3,1498208268626161143,1498208268727,__set_points__,"{""points"": 30.737373737373808, ""period"": 5}"
5,1,4,1498208268722677846,1498208268824,_at_barrier,_timer_1_t_326_5
5,1,2,1498208268724849308,1498208268826,_at_barrier,_timer_1_t_326_5
5,1,3,1498208268725678884,1498208268827,_at_barrier,_timer_1_t_326_5
5,1,1,1498208268726595708,1498208268826,_at_barrier,_timer_1_t_326_5
5,1,4,1498208268727624916,1498208268829,__set_points__,"{""points"": 28.49639249639238, ""period"": 5}"
5,1,2,1498208268764411153,1498208268866,__set_points__,"{""points"": 33.12265512265515, ""period"": 5}"
5,1,1,1498208268783004258,1498208268884,__set_points__,"{""points"": 35.43578643578653, ""period"": 5}"
5,1,3,1498208268803265918,1498208268904,__set_points__,"{""points"": 30.80952380952388, ""period"": 5}"
5,1,4,1498208268873447071,1498208268974,_at_barrier,_timer_1_t_327_5
5,1,2,1498208268875015166,1498208268976,_at_barrier,_timer_1_t_327_5
5,1,3,1498208268876014279,1498208268977,_at_barrier,_timer_1_t_327_5
5,1,1,1498208268877147079,1498208268977,_at_barrier,_timer_1_t_327_5
5,1,4,1498208268878626572,1498208268980,__set_points__,"{""points"": 28.55411255411244, ""period"": 5}"
5,1,2,1498208268893144878,1498208268994,__set_points__,"{""points"": 33.20923520923524, ""period"": 5}"
5,1,1,1498208268911317840,1498208269012,__set_points__,"{""points"": 35.536796536796636, ""period"": 5}"
5,1,1,1498208268912746615,1498208269014,state,"{""state"": [{""action"": 1, ""subperiodNumber"": -1, ""subjectid"": 1, ""payoff"": 70}, {""action"": 2, ""subperiodNumber"": -1, ""subjectid"": 2, ""payoff"": 60}, {""action"": 3, ""subperiodNumber"": -1, ""subjectid"": 3, ""payoff"": 50}, {""action"": 4, ""subperiodNumber"": -1, ""subjectid"": 4, ""payoff"": 40}]}"
5,1,1,1498208268912953060,1498208269014,actions,"{""actions"": [1, 2, 3, 4]}"
5,1,1,1498208268913054793,1498208269014,targets,"{""targets"": [1, 2, 3, 4]}"
5,1,3,1498208268930434921,1498208269031,__set_points__,"{""points"": 30.881673881673954, ""period"": 5}"
5,1,4,1498208269025231687,1498208269126,_at_barrier,_timer_1_t_328_5
5,1,2,1498208269026731047,1498208269128,_at_barrier,_timer_1_t_328_5
5,1,3,1498208269027351822,1498208269129,_at_barrier,_timer_1_t_328_5
5,1,1,1498208269028899532,1498208269128,_at_barrier,_timer_1_t_328_5
5,1,4,1498208269029810470,1498208269131,__set_points__,"{""points"": 28.611832611832497, ""period"": 5}"
5,1,2,1498208269045102142,1498208269146,__set_points__,"{""points"": 33.29581529581532, ""period"": 5}"
5,1,1,1498208269060689491,1498208269162,__set_points__,"{""points"": 35.63780663780674, ""period"": 5}"
5,1,3,1498208269076890478,1498208269178,__set_points__,"{""points"": 30.953823953824028, ""period"": 5}"
5,1,4,1498208269176750749,1498208269277,_at_barrier,_timer_1_t_329_5
5,1,2,1498208269178271238,1498208269279,_at_barrier,_timer_1_t_329_5
5,1,3,1498208269179503235,1498208269280,_at_barrier,_timer_1_t_329_5
5,1,1,1498208269180402271,1498208269280,_at_barrier,_timer_1_t_329_5
5,1,3,1498208269181572487,1498208269282,__set_points__,"{""points"": 31.0259740259741, ""period"": 5}"
5,1,1,1498208269197577773,1498208269299,__set_points__,"{""points"": 35.738816738816844, ""period"": 5}"
5,1,2,1498208269216437593,1498208269317,__set_points__,"{""points"": 33.38239538239541, ""period"": 5}"
5,1,4,1498208269232406926,1498208269333,__set_points__,"{""points"": 28.669552669552555, ""period"": 5}"
5,1,3,1498208269325483551,1498208269426,_at_barrier,_timer_1_t_330_5
5,1,4,1498208269326598366,1498208269428,_at_barrier,_timer_1_t_330_5
5,1,1,1498208269327486656,1498208269428,_at_barrier,_timer_1_t_330_5
5,1,2,1498208269328714450,1498208269428,_at_barrier,_timer_1_t_330_5
5,1,4,1498208269330082571,1498208269431,__set_points__,"{""points"": 28.727272727272613, ""period"": 5}"
5,1,2,1498208269345626299,1498208269446,__set_points__,"{""points"": 33.46897546897549, ""period"": 5}"
5,1,1,1498208269361736797,1498208269462,__set_points__,"{""points"": 35.83982683982695, ""period"": 5}"
5,1,3,1498208269378908138,1498208269480,__set_points__,"{""points"": 31.098124098124174, ""period"": 5}"
5,1,4,1498208269475815042,1498208269576,_at_barrier,_timer_1_t_331_5
5,1,2,1498208269477664619,1498208269578,_at_barrier,_timer_1_t_331_5
5,1,3,1498208269478821013,1498208269579,_at_barrier,_timer_1_t_331_5
5,1,1,1498208269479871125,1498208269579,_at_barrier,_timer_1_t_331_5
5,1,1,1498208269481513899,1498208269582,__set_points__,"{""points"": 35.94083694083705, ""period"": 5}"
5,1,3,1498208269498972870,1498208269600,__set_points__,"{""points"": 31.170274170274247, ""period"": 5}"
5,1,4,1498208269514020508,1498208269615,__set_points__,"{""points"": 28.78499278499267, ""period"": 5}"
5,1,2,1498208269558224178,1498208269659,__set_points__,"{""points"": 33.55555555555558, ""period"": 5}"
5,1,1,1498208269625917804,1498208269726,_at_barrier,_timer_1_t_332_5
5,1,4,1498208269627251039,1498208269728,_at_barrier,_timer_1_t_332_5
5,1,3,1498208269628354534,1498208269729,_at_barrier,_timer_1_t_332_5
5,1,2,1498208269629079450,1498208269728,_at_barrier,_timer_1_t_332_5
5,1,1,1498208269631203387,1498208269732,__set_points__,"{""points"": 36.041847041847156, ""period"": 5}"
5,1,3,1498208269649273873,1498208269750,__set_points__,"{""points"": 31.24242424242432, ""period"": 5}"
5,1,4,1498208269664364450,1498208269765,__set_points__,"{""points"": 28.84271284271273, ""period"": 5}"
5,1,2,1498208269679673360,1498208269780,__set_points__,"{""points"": 33.64213564213566, ""period"": 5}"
5,1,1,1498208269777617997,1498208269878,_at_barrier,_timer_1_t_333_5
